iteration,x,y,z,value,error,value_error,diversity
1,-0.8286451527726086,1.0221819403824242,7.351306729426277,13.916483077305543,3.730480274348806,13.916483077305543,1.381534233006269
2,-0.36169846547807083,-1.1809025530511583,6.786108747626795,6.228312338637269,2.4956586983474462,6.228312338637269,1.2560076493382673
3,-0.36169846547807083,-1.1809025530511583,6.786108747626795,6.228312338637269,2.4956586983474462,6.228312338637269,0.995507252402014
4,-0.36169846547807083,-1.1809025530511583,6.786108747626795,6.228312338637269,2.4956586983474462,6.228312338637269,0.824620369097346
5,3.128922713747329,-0.8872671369523317,5.33645923472865,1.7274615392024464,1.314329311551122,1.7274615392024464,0.675602181738868
6,3.128922713747329,-0.8872671369523317,5.33645923472865,1.7274615392024464,1.314329311551122,1.7274615392024464,0.4747932062938515
7,2.9545471860770824,-1.1268620065534733,5.4315203502892615,1.2504234112896937,1.1182233280028162,1.2504234112896937,0.39547490097909366
8,1.3812560780359888,-0.8493549003268726,6.530115722310796,0.6865606660640302,0.8285895642982901,0.6865606660640302,0.2734241791861083
9,1.3812560780359888,-0.8493549003268726,6.530115722310796,0.6865606660640302,0.8285895642982901,0.6865606660640302,0.2375430361478906
10,1.3812560780359888,-0.8493549003268726,6.530115722310796,0.3354247690013145,0.8285895642982901,0.3354247690013145,0.28852335732959666
11,1.3812560780359888,-0.8493549003268726,6.530115722310796,0.3354247690013145,0.8285895642982901,0.3354247690013145,0.3005953996134332
12,1.3812560780359888,-0.8493549003268726,6.530115722310796,0.3354247690013145,0.8285895642982901,0.3354247690013145,0.2402043417302668
13,2.296369727071365,-1.106161601012154,5.9725855854561445,0.09985685077860164,0.3160013461658061,0.09985685077860164,0.14091496244150462
14,2.296369727071365,-1.106161601012154,5.9725855854561445,0.09985685077860164,0.3160013461658061,0.09985685077860164,0.11993787773927052
15,1.9937542694364367,-1.0891012551491563,5.960824318764434,0.00951277681969836,0.09753346512709553,0.00951277681969836,0.23213005729725075
16,1.9937542694364367,-1.0891012551491563,5.960824318764434,0.00951277681969836,0.09753346512709553,0.00951277681969836,0.41295969728755444
17,1.9937542694364367,-1.0891012551491563,5.960824318764434,0.00951277681969836,0.09753346512709553,0.00951277681969836,0.4127981669403154
18,1.9937542694364367,-1.0891012551491563,5.960824318764434,0.00951277681969836,0.09753346512709553,0.00951277681969836,0.36021859818729746
19,1.9937542694364367,-1.0891012551491563,5.960824318764434,0.00951277681969836,0.09753346512709553,0.00951277681969836,0.4479206858531186
20,1.9937542694364367,-1.0891012551491563,5.960824318764434,0.00951277681969836,0.09753346512709553,0.00951277681969836,0.6710662712730923
21,1.989677740166588,-1.0566479979609298,5.9773669004952055,0.0038278019142439076,0.06186923237154238,0.0038278019142439076,0.470097975164375
22,1.989677740166588,-1.0566479979609298,5.9773669004952055,0.0038278019142439076,0.06186923237154238,0.0038278019142439076,0.45437671431439375
23,1.9897089912026047,-1.0565135474908445,5.977575662868247,0.0038025368078665055,0.06166471282562261,0.0038025368078665055,0.5252262692610589
24,1.9897089912026047,-1.0565135474908445,5.977575662868247,0.0038025368078665055,0.06166471282562261,0.0038025368078665055,0.4989301837943998
