iteration,x,y,value,error,value_error,diversity
1,-3.5197597952029644,0.2843086980070044,-1.3559835948495005,3.5312236479285266,3.6440164051504995,1.0126821546364493
2,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,1.0925329624841105
3,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,1.1399668068851336
4,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,1.075137070997007
5,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,1.1074125019372152
6,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,1.1121742751509234
7,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,1.0878277622614991
8,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,0.9855434657595986
9,-0.4469004923935316,0.3802363341389814,-4.059341329404417,0.5867705854088394,0.9406586705955826,0.8628395550112211
10,-0.29242974590296456,0.14018705507556106,-4.729876517460102,0.3242954928759122,0.2701234825398977,0.83761538361194
11,-0.29242974590296456,0.14018705507556106,-4.729876517460102,0.3242954928759122,0.2701234825398977,0.7654515249839617
12,-0.29242974590296456,0.14018705507556106,-4.729876517460102,0.3242954928759122,0.2701234825398977,0.7671217836845157
13,-0.29242974590296456,0.14018705507556106,-4.729876517460102,0.3242954928759122,0.2701234825398977,0.7623584593637129
14,-0.29242974590296456,0.14018705507556106,-4.729876517460102,0.3242954928759122,0.2701234825398977,0.7133648040104987
15,-0.29242974590296456,0.14018705507556106,-4.729876517460102,0.3242954928759122,0.2701234825398977,0.6716989294421143
16,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.6718493005911796
17,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.6497484973204424
18,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.6114517995659849
19,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.6115399566488396
20,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.6055836927327516
21,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.6055836927327516
22,-0.29242974590296456,0.14018705507556106,-4.732417882985694,0.3242954928759122,0.2675821170143058,0.5158010733252847
23,-0.06295497335036693,0.2843086980070044,-4.783359452522643,0.29119540592527116,0.21664054747735673,0.518726943277269
24,-0.06295497335036693,0.2843086980070044,-4.783359452522643,0.29119540592527116,0.21664054747735673,0.48849901587845185
25,-0.06295497335036693,0.2843086980070044,-4.783359452522643,0.29119540592527116,0.21664054747735673,0.4738134599489386
26,-0.06295497335036693,0.2843086980070044,-4.783359452522643,0.29119540592527116,0.21664054747735673,0.4275154546779247
27,0.1830193736788086,0.03958138978534542,-4.91156214737586,0.1872505742557892,0.08843785262414006,0.38606040895722105
28,-0.0010823551610847915,-0.07417524753069493,-4.986223173568118,0.0741831439003133,0.01377682643188205,0.36944415425733057
29,-0.0010823551610847915,-0.07417524753069493,-4.986223173568118,0.0741831439003133,0.01377682643188205,0.3547588959643516
30,-0.0010823551610847915,-0.07417524753069493,-4.986223173568118,0.0741831439003133,0.01377682643188205,0.32074588495084877
31,-0.0010823551610847915,-0.07417524753069493,-4.986223173568118,0.0741831439003133,0.01377682643188205,0.2796449844430756
32,-0.0010823551610847915,-0.07417524753069493,-4.986223173568118,0.0741831439003133,0.01377682643188205,0.22861965675464577
33,-0.0010823551610847915,-0.07417524753069493,-4.986223173568118,0.0741831439003133,0.01377682643188205,0.07817205691389072
34,-0.003150704916336622,0.03958138978534542,-4.996056911813673,0.039706590873673286,0.003943088186327159,0.06385342081618499
35,-0.003150704916336622,0.03958138978534542,-4.996056911813673,0.039706590873673286,0.003943088186327159,0.0529792535478084
36,-0.003150704916336622,0.03958138978534542,-4.996056911813673,0.039706590873673286,0.003943088186327159,0.04393676085548136
37,-0.03386724328343593,0.009813113579097532,-4.99689081488444,0.03526028028441783,0.0031091851155595762,0.0375378909590666
38,0.017526966476884454,0.005824478615064521,-4.999147129498654,0.018469409980266707,0.0008528705013457483,0.025197788432459844
39,0.017526966476884454,0.005824478615064521,-4.999147129498654,0.018469409980266707,0.0008528705013457483,0.023475159884080492
40,0.017526966476884454,0.005824478615064521,-4.999147129498654,0.018469409980266707,0.0008528705013457483,0.02011296436566433
41,0.017526966476884454,0.005824478615064521,-4.999147129498654,0.018469409980266707,0.0008528705013457483,0.013931801596421581
42,0.017526966476884454,0.005824478615064521,-4.999147129498654,0.018469409980266707,0.0008528705013457483,0.01104810121906569
43,-0.00997185029439418,-0.00026933173302801094,-4.999751217966059,0.009975486849082863,0.00024878203394074205,0.010339639316463742
44,-0.0036271190926431274,0.003411512512510484,-4.999938013589431,0.004979398611803628,6.198641056887055e-05,0.007753856909000933
45,-0.0036271190926431274,0.003411512512510484,-4.999938013589431,0.004979398611803628,6.198641056887055e-05,0.006155997749999566
46,-0.0036271190926431274,0.003411512512510484,-4.999938013589431,0.004979398611803628,6.198641056887055e-05,0.004446574541233228
47,0.0029410307462782725,0.00023119201377319598,-4.999978242173665,0.002950103658820591,2.175782633528911e-05,0.003324903105128545
48,0.0006216717748817047,-0.00085624973109244,-4.999997200900722,0.0010581301421282944,2.7990992776949497e-06,0.0029522878496073086
49,0.0006216717748817047,-0.00085624973109244,-4.999997200900722,0.0010581301421282944,2.7990992776949497e-06,0.002256941684762734
50,0.0006216717748817047,-0.00085624973109244,-4.999997200900722,0.0010581301421282944,2.7990992776949497e-06,0.0017798300747283442
51,0.0006216717748817047,-0.00085624973109244,-4.999997200900722,0.0010581301421282944,2.7990992776949497e-06,0.0014911440972414348
52,0.0006216717748817047,-0.00085624973109244,-4.999997200900722,0.0010581301421282944,2.7990992776949497e-06,0.0011348394635882558
53,-0.0005722280759403731,0.00015072632881718562,-4.999999124591431,0.0005917460579447299,8.754085687456836e-07,0.000981482064149222
54,-0.0005722280759403731,0.00015072632881718562,-4.999999124591431,0.0005917460579447299,8.754085687456836e-07,0.0008686621126483254
55,-0.0005722280759403731,0.00015072632881718562,-4.999999124591431,0.0005917460579447299,8.754085687456836e-07,0.0005486457089274801
56,-0.0005722280759403731,0.00015072632881718562,-4.999999124591431,0.0005917460579447299,8.754085687456836e-07,0.00041759103851127884
57,0.00026554007042634,0.00023119201377319598,-4.9999996900968,0.00035208134888762747,3.09903199990913e-07,0.0003675321903857168
58,0.00026554007042634,0.00023119201377319598,-4.9999996900968,0.00035208134888762747,3.09903199990913e-07,0.00028687904558248405
59,0.00026554007042634,0.00023119201377319598,-4.9999996900968,0.00035208134888762747,3.09903199990913e-07,0.0002473408571638868
60,0.00026554007042634,0.00023119201377319598,-4.9999996900968,0.00035208134888762747,3.09903199990913e-07,0.00022774106798737972
61,7.918889152946917e-05,0.00023763938017040687,-4.999999843141609,0.0002504862382436233,1.5685839116486022e-07,0.0001855644380315008
62,7.918889152946917e-05,0.00023763938017040687,-4.999999843141609,0.0002504862382436233,1.5685839116486022e-07,0.00017784193173316716
63,7.918889152946917e-05,0.00023763938017040687,-4.999999843141609,0.0002504862382436233,1.5685839116486022e-07,0.00011699644133761984
64,3.2044100990447077e-06,0.00014773562013914443,-4.9999999454097965,0.00014777036814591903,5.4590203468762866e-08,8.663565400773732e-05
65,3.2044100990447077e-06,0.00014773562013914443,-4.9999999454097965,0.00014777036814591903,5.4590203468762866e-08,7.258445748697034e-05
66,2.4269025990619753e-05,-5.0258243432743654e-05,-4.9999999922128096,5.581108004221292e-05,7.787190448027559e-09,5.876118918955491e-05
67,2.4269025990619753e-05,-5.0258243432743654e-05,-4.999999994937956,5.581108004221292e-05,5.062044117210007e-09,4.578141541773279e-05
68,9.770060025005023e-06,-2.331291687074355e-05,-4.999999998402634,2.5277384475344762e-05,1.597365795191763e-09,4.233363761631859e-05
69,9.770060025005023e-06,-2.331291687074355e-05,-4.999999998402634,2.5277384475344762e-05,1.597365795191763e-09,3.4252854486708384e-05
70,9.770060025005023e-06,-2.331291687074355e-05,-4.999999998402634,2.5277384475344762e-05,1.597365795191763e-09,2.7618488337709258e-05
71,9.770060025005023e-06,-2.331291687074355e-05,-4.999999998402634,2.5277384475344762e-05,1.597365795191763e-09,1.9123461009898946e-05
