iteration,x,value,error,value_error,diversity
1,2.7600410353071796,-12.52494889168501,0.09337436864051307,0.11455710831499033,1.4455723952757638
2,2.7600410353071796,-12.52494889168501,0.09337436864051307,0.11455710831499033,1.060676453536848
3,2.7431464934378353,-12.561659020348046,0.07647982677116882,0.0778469796519552,0.5763213342226148
4,2.668869547616757,-12.63919034899186,0.002202880950090691,0.00031565100814034963,0.7368696471760661
5,2.668869547616757,-12.63919034899186,0.002202880950090691,0.00031565100814034963,0.31588481096386933
6,2.668869547616757,-12.63919034899186,0.002202880950090691,0.00031565100814034963,0.22254858716816933
7,2.6688609580283287,-12.639191793351443,0.0021942913616621595,0.0003142066485573025,0.15512156719402934
8,2.6688609580283287,-12.639191793351443,0.0021942913616621595,0.0003142066485573025,0.42081680438641583
9,2.660155153727846,-12.639801959239723,0.006511512938820463,0.00029595923972181026,0.5146555375665266
10,2.661088854780172,-12.639817822354583,0.0055778118864946435,0.00031182235458260266,0.41783940047182855
11,2.661088854780172,-12.639817822354583,0.0055778118864946435,0.00031182235458260266,0.2939815996269475
12,2.6613489391348075,-12.639818777274627,0.005317727531858996,0.00031277727462608595,0.1424487317072115
13,2.6613489391348075,-12.639818777274627,0.005317727531858996,0.00031277727462608595,0.7998778726609655
14,2.6613489391348075,-12.639818777274627,0.005317727531858996,0.00031277727462608595,1.3033453224919729
15,2.659353329622162,-12.639772829666509,0.007313337044504653,0.00026682966650781736,1.0947943706631798
16,2.6613489391348075,-12.639818777274627,0.005317727531858996,0.00031277727462608595,0.8056429672758503
17,2.6623301623354054,-12.639808775044322,0.004336504331261093,0.0003027750443216348,0.5622061652341098
18,2.667515339222283,-12.639397470771819,0.000848672555616492,0.0001085292281821637,0.3302608771403922
19,2.6613546905183156,-12.639818781322905,0.005311976148350883,0.0003127813229042431,0.16982166479189487
20,2.6613546905183156,-12.639818781322905,0.005311976148350883,0.0003127813229042431,0.32618737465325276
21,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.9513468637717485
22,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,1.317383064700622
23,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.979406160315148
24,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.7671133035411656
25,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,1.0341554016787313
26,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.5691360329317495
27,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.7568887480896007
28,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,1.5841155966063558
29,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,1.2400796034258192
30,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.5578583913523449
31,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.49878732851390517
32,2.6687591008797145,-12.639208793658717,0.0020924342130479445,0.00029720634128338475,0.2396000831540679
33,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.4505293131476326
34,2.666562102313817,-12.639518442472568,0.00010456435284966759,1.2442472566931428e-05,0.40157467262846047
35,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.43404336725197307
36,2.666624698507905,-12.639511126999697,4.196815876156279e-05,5.126999695903578e-06,0.09912391212598151
37,2.6650079740495527,-12.639671790135012,0.0016586926171138217,0.00016579013501072382,0.826785804687717
38,2.661191145699784,-12.63981837809763,0.005475520966882641,0.0003123780976288515,0.8493544104224223
39,2.656052164364378,-12.639502400241206,0.010614502302288553,3.5997587950475918e-06,0.6509563891306142
40,2.649083099321967,-12.638141219369878,0.017583567344699347,0.0013647806301229082,0.3184266181735735
41,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.3764048578252373
42,2.657136600587234,-12.639617901519347,0.009530066079432409,0.00011190151934670212,0.6112043223892306
43,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.8801330340998005
44,2.661078898321461,-12.639817755788204,0.005587768345205468,0.0003117557882035271,1.0187244968752605
45,2.6622467009174824,-12.63981046330948,0.004419965749184129,0.00030446330947953015,0.6719072839265349
46,2.6575839780520822,-12.639657956953489,0.009082688614584278,0.00015195695348779736,0.7397890668164138
47,2.6613571247111447,-12.639818782813819,0.0053095419555218015,0.000312782813818302,0.72900725859645
48,2.6613178785364173,-12.639818742645474,0.0053487881302491935,0.0003127426454732074,0.38895005111080555
49,2.6670064365578576,-12.639464602901295,0.0003397698911911107,4.139709870543129e-05,0.3827762781782827
50,2.661330061040129,-12.639818758795357,0.005336605626537594,0.00031275879535641593,0.531341844311058
