iteration,x,y,value,error,value_error,diversity
1,1.5705196113031015,3.387078673124474,2.8105849189295236,3.733474760517646,2.8105849189295236,1.1034937517073582
2,1.5705196113031015,3.387078673124474,2.8105849189295236,3.733474760517646,2.8105849189295236,0.9758917392813069
3,-0.8467018254520262,0.043558625718551625,0.7188013350982824,0.8478215231393235,0.7188013350982824,0.8250308137853777
4,-0.8467018254520262,0.043558625718551625,0.7188013350982824,0.8478215231393235,0.7188013350982824,0.6201790102441078
5,-0.8467018254520262,0.043558625718551625,0.7188013350982824,0.8478215231393235,0.7188013350982824,0.5395610018411217
6,0.4195456596496001,-0.6277193410519182,0.5700501316614724,0.7550166433009755,0.5700501316614724,0.43952147172678446
7,0.6160360212486644,0.07794717135985252,0.3855761409988871,0.6209477763861363,0.3855761409988871,0.38264203492372106
8,-0.22404985453884763,0.5149819775764044,0.3154047745473831,0.5616090940746803,0.3154047745473831,0.36450162224287275
9,-0.22404985453884763,0.5149819775764044,0.3154047745473831,0.5616090940746803,0.3154047745473831,0.3035988810518786
10,-0.22404985453884763,0.5149819775764044,0.3154047745473831,0.5616090940746803,0.3154047745473831,0.27834094227587763
11,0.08832321792002062,0.043558625718551625,0.009698344698236319,0.09848017413792645,0.009698344698236319,0.27301956437841396
12,0.08832321792002062,0.043558625718551625,0.009698344698236319,0.09848017413792645,0.009698344698236319,0.17048726059729735
13,0.08832321792002062,0.043558625718551625,0.009698344698236319,0.09848017413792645,0.009698344698236319,0.13530751406432956
14,0.08832321792002062,0.043558625718551625,0.009698344698236319,0.09848017413792645,0.009698344698236319,0.08589167073646459
15,0.08263760138031095,0.002237076313010178,0.006833977672321402,0.08266787569740378,0.006833977672321402,0.061900975528959325
16,0.08263760138031095,0.002237076313010178,0.006833977672321402,0.08266787569740378,0.006833977672321402,0.04965971602659006
17,-0.05418607370693529,-0.014641684959489254,0.0031505095222263578,0.05612939980283379,0.0031505095222263578,0.043174852813906116
18,-0.03304495917151584,0.03848814732786643,0.0025733068113787004,0.050727771598787,0.0025733068113787004,0.025725629638219102
19,-0.03304495917151584,0.03848814732786643,0.0025733068113787004,0.050727771598787,0.0025733068113787004,0.019293983683171666
20,-0.03304495917151584,0.03848814732786643,0.0025733068113787004,0.050727771598787,0.0025733068113787004,0.01626177585428827
21,-0.012974774071123463,-0.032588942781242025,0.0012303839537957644,0.03507682930077581,0.0012303839537957644,0.01238979710570647
22,0.022663546564789527,-0.00970337951551059,0.0006077919169164138,0.024653436209105085,0.0006077919169164138,0.01029876628595295
23,0.022663546564789527,-0.00970337951551059,0.0006077919169164138,0.024653436209105085,0.0006077919169164138,0.00995203331833323
24,-0.00458851547687722,-0.014641684959489254,0.00023543341273447562,0.015343839569497447,0.00023543341273447562,0.00890284865515987
25,-0.00012985560687006625,-0.005838244512849755,3.410196147045586e-05,0.005839688473750621,3.410196147045586e-05,0.0064711875535176915
26,0.0050597732584414246,0.002237076313010178,3.0605815857070164e-05,0.00553225233129059,3.0605815857070164e-05,0.00547826873799916
27,0.0050597732584414246,0.002237076313010178,3.0605815857070164e-05,0.00553225233129059,3.0605815857070164e-05,0.004279288378136358
28,0.004618240891787195,0.00036820155335171023,2.1463721318466e-05,0.004632895565244915,2.1463721318466e-05,0.0038665041955426123
29,0.004618240891787195,0.00036820155335171023,2.1463721318466e-05,0.004632895565244915,2.1463721318466e-05,0.002849936404779776
30,-0.004072305844779578,-0.002147030483213186,2.119341478927256e-05,0.004603630609559433,2.119341478927256e-05,0.002226797931297709
31,-0.004072305844779578,-0.002147030483213186,4.821720713836193e-06,0.004603630609559433,4.821720713836193e-06,0.0016075097924614277
32,-0.004072305844779578,-0.002147030483213186,4.821720713836193e-06,0.004603630609559433,4.821720713836193e-06,0.0011351055942131017
33,-0.0010894583704885719,-0.0009418044200124598,2.0739151065826203e-06,0.0014401094078515771,2.0739151065826203e-06,0.0009058384569091118
34,-0.00021688606311442982,-0.00018532999700049402,8.138677216147956e-08,0.00028528366963687134,8.138677216147956e-08,0.0006834951024813627
35,-0.00021688606311442982,-0.00018532999700049402,8.138677216147956e-08,0.00028528366963687134,8.138677216147956e-08,0.0005276824857273662
36,-0.00021688606311442982,-0.00018532999700049402,8.138677216147956e-08,0.00028528366963687134,8.138677216147956e-08,0.00050761890413721
37,-0.00021688606311442982,-0.00018532999700049402,8.138677216147956e-08,0.00028528366963687134,8.138677216147956e-08,0.00034027742879927836
38,-0.00021688606311442982,-0.00018532999700049402,8.138677216147956e-08,0.00028528366963687134,8.138677216147956e-08,0.0002724248236392952
39,-0.00021688606311442982,-0.00018532999700049402,8.138677216147956e-08,0.00028528366963687134,8.138677216147956e-08,0.00022861966496392746
40,-0.00023259447268308975,8.899054422428776e-05,6.20195056840595e-08,0.0002490371572357416,6.20195056840595e-08,0.0001971166664666693
41,-0.00023259447268308975,8.899054422428776e-05,6.20195056840595e-08,0.0002490371572357416,6.20195056840595e-08,0.0001710365803314432
42,-0.00023259447268308975,8.899054422428776e-05,6.20195056840595e-08,0.0002490371572357416,6.20195056840595e-08,0.00015491623844826925
43,-0.00023259447268308975,8.899054422428776e-05,6.20195056840595e-08,0.0002490371572357416,6.20195056840595e-08,0.00014270740865769454
44,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,0.0001227292453157546
45,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,0.00010660667563592326
46,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,8.72247163286807e-05
47,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,7.922316065816799e-05
48,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,7.160825942263807e-05
49,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,6.271050095277078e-05
50,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,5.600352960616106e-05
51,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,4.7133547585600464e-05
52,-0.00023259447268308975,8.899054422428776e-05,4.2483342184252646e-09,0.0002490371572357416,4.2483342184252646e-09,4.275213317732835e-05
