iteration,x,value,error,value_error,diversity
1,1.3863540137120376,-0.03766022363670718,-4.435065002072147,3.3083088621903514,-1.60216430454705,49079.335749232465,inf,inf,1.3640910147879162
2,1.4605581977906237,-2.6044259572281954,-2.2931347591388085,2.7086470687648188,5.0,14534.327736999046,inf,inf,1.4374576283353804
3,1.4605581977906237,-2.6044259572281954,-2.2931347591388085,2.7086470687648188,5.0,14534.327736999046,inf,inf,1.4611778254906753
4,1.4605581977906237,-2.6044259572281954,-2.2931347591388085,2.7086470687648188,5.0,14534.327736999046,inf,inf,1.521128931702159
5,-5.0,5.0,-5.0,-5.0,4.667634415994765,2429.82018069124,inf,inf,1.511817826866507
6,-5.0,5.0,-4.236678344392568,-5.0,5.0,1597.5521877163928,inf,inf,1.5335100741252343
7,-5.0,5.0,-4.236678344392568,-5.0,5.0,1597.5521877163928,inf,inf,1.5367526688851982
8,-5.0,5.0,-4.236678344392568,-5.0,5.0,1597.5521877163928,inf,inf,1.517894327366354
9,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,1396.6468004380731,inf,inf,1.3334224719563572
10,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,1396.6468004380731,inf,inf,1.3368939151788128
11,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,1396.6468004380731,inf,inf,1.3474756826013594
12,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,1396.6468004380731,inf,inf,1.3442267376520605
13,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,648.4197118546692,inf,inf,1.3481797156448097
14,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,648.4197118546692,inf,inf,1.1526651341861938
15,-5.0,4.50756262189776,2.0143227780960764,-1.1631326657797212,2.776220215369584,648.4197118546692,inf,inf,1.1517714457285764
16,-5.0,5.0,-4.3893426755140545,-5.0,5.0,396.9333537863795,inf,inf,1.1412933421340554
17,-5.0,5.0,-4.389448145893329,-5.0,5.0,396.4632407616814,inf,inf,1.0332064864127655
18,-5.0,5.0,-4.389448145893329,-5.0,5.0,396.4632407616814,inf,inf,1.0343800598661042
19,-5.0,5.0,-4.389448145893329,-5.0,5.0,396.4632407616814,inf,inf,0.9326020299383101
20,-4.522383507744417,-0.4823793352538477,-4.355072270821678,2.1176920736528704,4.706210959529475,270.9217823286068,inf,inf,0.9271237881384329
21,-0.8012118248472868,3.4710625509257547,-3.2875410687279834,-0.7593582373760901,-0.999012175920897,165.54980348930394,inf,inf,0.817160095066024
